id,degree,grnprice,grnmoney
3108,bachelor's,fairly willing,"no, i have not"
3114,high school,neither willing nor unwilling,"no, i have not"
3116,associate/junior college,very unwilling,"no, i have not"
3117,graduate,fairly unwilling,"no, i have not"
3119,bachelor's,neither willing nor unwilling,"yes, i have"
3121,high school,fairly unwilling,"no, i have not"
3122,high school,very unwilling,"no, i have not"
3125,bachelor's,fairly unwilling,"no, i have not"
3128,less than high school,fairly unwilling,"no, i have not"
3130,high school,very unwilling,"no, i have not"
3131,high school,fairly willing,"no, i have not"
3132,associate/junior college,fairly willing,"yes, i have"
3140,high school,fairly unwilling,"no, i have not"
3141,graduate,neither willing nor unwilling,"no, i have not"
3145,associate/junior college,fairly unwilling,"no, i have not"
3147,bachelor's,neither willing nor unwilling,"no, i have not"
3149,associate/junior college,very unwilling,"no, i have not"
3151,graduate,fairly unwilling,"no, i have not"
3153,graduate,fairly willing,"yes, i have"
3154,graduate,fairly willing,"yes, i have"
3155,graduate,very willing,"yes, i have"
3159,associate/junior college,neither willing nor unwilling,"no, i have not"
3161,high school,fairly unwilling,"no, i have not"
3163,high school,very unwilling,"no, i have not"
3164,graduate,fairly willing,"yes, i have"
3166,high school,fairly willing,"no, i have not"
3173,graduate,neither willing nor unwilling,"yes, i have"
3174,high school,neither willing nor unwilling,"no, i have not"
3180,less than high school,neither willing nor unwilling,"no, i have not"
3182,graduate,very willing,"no, i have not"
3192,high school,fairly unwilling,"no, i have not"
3195,bachelor's,very willing,"no, i have not"
3197,less than high school,very unwilling,"no, i have not"
3200,bachelor's,very willing,"no, i have not"
3201,less than high school,fairly unwilling,"no, i have not"
3202,less than high school,fairly unwilling,"no, i have not"
3203,graduate,very willing,"no, i have not"
3204,high school,fairly willing,"yes, i have"
3206,high school,fairly willing,"no, i have not"
3207,high school,fairly unwilling,"no, i have not"
3213,bachelor's,fairly willing,"yes, i have"
3214,high school,fairly unwilling,"no, i have not"
3215,bachelor's,fairly unwilling,"no, i have not"
3216,associate/junior college,fairly willing,"no, i have not"
3217,high school,neither willing nor unwilling,"no, i have not"
3219,graduate,fairly willing,"yes, i have"
3221,graduate,fairly unwilling,"no, i have not"
3222,graduate,neither willing nor unwilling,"no, i have not"
3223,associate/junior college,neither willing nor unwilling,"no, i have not"
3224,associate/junior college,neither willing nor unwilling,"no, i have not"
3225,high school,very unwilling,"yes, i have"
3228,graduate,very unwilling,"no, i have not"
3229,less than high school,fairly willing,"no, i have not"
3235,bachelor's,neither willing nor unwilling,"no, i have not"
3237,high school,very willing,"yes, i have"
3238,graduate,fairly willing,"no, i have not"
3242,high school,neither willing nor unwilling,"no, i have not"
3244,bachelor's,fairly unwilling,"no, i have not"
3246,associate/junior college,fairly willing,"no, i have not"
3255,high school,very unwilling,"no, i have not"
3256,high school,neither willing nor unwilling,"yes, i have"
3257,bachelor's,fairly willing,"no, i have not"
3260,bachelor's,very unwilling,"no, i have not"
3262,high school,fairly willing,"no, i have not"
3265,bachelor's,fairly unwilling,"no, i have not"
3266,graduate,fairly willing,"no, i have not"
3267,graduate,very willing,"yes, i have"
3269,graduate,fairly willing,"no, i have not"
3271,bachelor's,fairly willing,"yes, i have"
3272,graduate,neither willing nor unwilling,"no, i have not"
3274,bachelor's,fairly willing,"no, i have not"
3275,graduate,very willing,"no, i have not"
3281,bachelor's,fairly willing,"no, i have not"
3284,bachelor's,very unwilling,"no, i have not"
3286,high school,very willing,"yes, i have"
3287,high school,fairly willing,"yes, i have"
3289,bachelor's,neither willing nor unwilling,"no, i have not"
3299,graduate,very willing,"no, i have not"
3308,bachelor's,fairly unwilling,"no, i have not"
3314,graduate,neither willing nor unwilling,"no, i have not"
3315,bachelor's,fairly willing,"no, i have not"
3318,bachelor's,neither willing nor unwilling,"yes, i have"
3321,graduate,neither willing nor unwilling,"no, i have not"
3322,high school,fairly willing,"yes, i have"
3325,high school,fairly willing,"no, i have not"
3326,high school,fairly unwilling,"no, i have not"
3328,associate/junior college,fairly willing,"yes, i have"
3333,bachelor's,very willing,"yes, i have"
3335,bachelor's,neither willing nor unwilling,"no, i have not"
3338,associate/junior college,fairly unwilling,"no, i have not"
3339,high school,fairly willing,"no, i have not"
3344,graduate,fairly willing,"no, i have not"
3348,graduate,fairly willing,"no, i have not"
3349,bachelor's,neither willing nor unwilling,"yes, i have"
3351,graduate,fairly willing,"no, i have not"
3357,high school,neither willing nor unwilling,"yes, i have"
3360,bachelor's,fairly willing,"no, i have not"
3361,high school,neither willing nor unwilling,"yes, i have"
3363,high school,very unwilling,"no, i have not"
3365,graduate,neither willing nor unwilling,"yes, i have"
3368,bachelor's,fairly willing,"yes, i have"
3371,high school,neither willing nor unwilling,"no, i have not"
3372,bachelor's,neither willing nor unwilling,"no, i have not"
3373,bachelor's,very willing,"yes, i have"
3378,graduate,fairly willing,"yes, i have"
3380,high school,neither willing nor unwilling,"no, i have not"
3382,high school,neither willing nor unwilling,"no, i have not"
3383,less than high school,neither willing nor unwilling,"no, i have not"
3385,bachelor's,very unwilling,"no, i have not"
3392,associate/junior college,fairly willing,"no, i have not"
3393,graduate,neither willing nor unwilling,"no, i have not"
3395,associate/junior college,very willing,"no, i have not"
3398,bachelor's,very unwilling,"no, i have not"
3401,high school,neither willing nor unwilling,"yes, i have"
3402,high school,fairly willing,"no, i have not"
3408,graduate,neither willing nor unwilling,"no, i have not"
3410,associate/junior college,fairly unwilling,"no, i have not"
3412,bachelor's,fairly unwilling,"no, i have not"
3413,high school,fairly willing,"no, i have not"
3414,graduate,fairly unwilling,"no, i have not"
3417,high school,neither willing nor unwilling,"no, i have not"
3421,high school,fairly willing,"yes, i have"
3423,high school,fairly willing,"no, i have not"
3424,high school,fairly willing,"no, i have not"
3425,bachelor's,neither willing nor unwilling,"yes, i have"
3426,graduate,neither willing nor unwilling,"no, i have not"
3435,high school,fairly unwilling,"no, i have not"
3438,bachelor's,neither willing nor unwilling,"no, i have not"
3440,graduate,neither willing nor unwilling,"no, i have not"
3446,high school,fairly unwilling,"no, i have not"
3447,bachelor's,neither willing nor unwilling,"yes, i have"
3448,high school,very willing,"no, i have not"
3449,graduate,neither willing nor unwilling,"no, i have not"
3455,high school,fairly willing,"no, i have not"
3456,bachelor's,fairly unwilling,"no, i have not"
3458,high school,fairly unwilling,"yes, i have"
3465,bachelor's,very willing,"yes, i have"
3466,graduate,fairly willing,"no, i have not"
3477,high school,neither willing nor unwilling,"no, i have not"
3481,associate/junior college,neither willing nor unwilling,"no, i have not"
3483,bachelor's,neither willing nor unwilling,"yes, i have"
3487,bachelor's,fairly willing,"yes, i have"
3488,associate/junior college,neither willing nor unwilling,"no, i have not"
3491,less than high school,very unwilling,"no, i have not"
3492,graduate,fairly unwilling,"no, i have not"
3493,bachelor's,very willing,"yes, i have"
3494,high school,very unwilling,"no, i have not"
3495,graduate,neither willing nor unwilling,"yes, i have"
3497,high school,fairly unwilling,"no, i have not"
3502,graduate,fairly willing,"no, i have not"
3503,associate/junior college,neither willing nor unwilling,"no, i have not"
3505,graduate,neither willing nor unwilling,"no, i have not"
3508,bachelor's,fairly willing,"no, i have not"
3511,graduate,fairly unwilling,"yes, i have"
3512,bachelor's,neither willing nor unwilling,"no, i have not"
3515,high school,very willing,"no, i have not"
3516,bachelor's,fairly willing,"no, i have not"
3520,high school,fairly willing,"yes, i have"
3521,less than high school,fairly willing,"no, i have not"
3522,high school,fairly willing,"no, i have not"
3525,graduate,very unwilling,"no, i have not"
3526,graduate,neither willing nor unwilling,"yes, i have"
3532,associate/junior college,very willing,"yes, i have"
3533,graduate,neither willing nor unwilling,"no, i have not"
3535,high school,fairly unwilling,"no, i have not"
3537,associate/junior college,very willing,"yes, i have"
3544,associate/junior college,very unwilling,"yes, i have"
3545,associate/junior college,neither willing nor unwilling,"no, i have not"
3549,bachelor's,fairly willing,"no, i have not"
3551,graduate,fairly willing,"yes, i have"
3552,high school,very willing,"no, i have not"
3553,less than high school,fairly willing,"no, i have not"
3554,high school,neither willing nor unwilling,"no, i have not"
3559,graduate,neither willing nor unwilling,"yes, i have"
3560,associate/junior college,neither willing nor unwilling,"no, i have not"
3561,bachelor's,very willing,"no, i have not"
3563,high school,fairly willing,"no, i have not"
3566,graduate,very willing,"yes, i have"
3571,graduate,very willing,"no, i have not"
3572,bachelor's,fairly willing,"no, i have not"
3578,graduate,neither willing nor unwilling,"no, i have not"
3579,high school,neither willing nor unwilling,"no, i have not"
3580,bachelor's,neither willing nor unwilling,"no, i have not"
3581,graduate,fairly unwilling,"no, i have not"
3583,high school,fairly willing,"no, i have not"
3591,high school,neither willing nor unwilling,"no, i have not"
3596,high school,neither willing nor unwilling,"no, i have not"
3600,associate/junior college,fairly unwilling,"no, i have not"
3602,less than high school,neither willing nor unwilling,"no, i have not"
3603,bachelor's,fairly willing,"yes, i have"
3604,graduate,fairly unwilling,"no, i have not"
3608,associate/junior college,neither willing nor unwilling,"no, i have not"
3610,high school,fairly willing,"no, i have not"
3612,associate/junior college,fairly unwilling,"no, i have not"
3613,bachelor's,fairly willing,"no, i have not"
3615,high school,fairly willing,"yes, i have"
3616,associate/junior college,fairly willing,"no, i have not"
3618,bachelor's,fairly willing,"yes, i have"
3619,high school,neither willing nor unwilling,"no, i have not"
3623,high school,very willing,"no, i have not"
3626,high school,fairly unwilling,"no, i have not"
3630,associate/junior college,fairly unwilling,"no, i have not"
3632,high school,fairly unwilling,"no, i have not"
3635,bachelor's,fairly unwilling,"yes, i have"
3639,high school,neither willing nor unwilling,"yes, i have"
3641,bachelor's,fairly willing,"no, i have not"
3643,graduate,fairly willing,"yes, i have"
3646,bachelor's,neither willing nor unwilling,"no, i have not"
3649,associate/junior college,neither willing nor unwilling,"no, i have not"
3650,high school,fairly unwilling,"no, i have not"
3651,bachelor's,neither willing nor unwilling,"no, i have not"
3652,bachelor's,fairly unwilling,"no, i have not"
3653,high school,very unwilling,"no, i have not"
3657,bachelor's,fairly unwilling,"no, i have not"
3658,high school,fairly willing,"no, i have not"
3659,bachelor's,fairly willing,"yes, i have"
3664,bachelor's,neither willing nor unwilling,"no, i have not"
3667,graduate,fairly willing,"no, i have not"
3668,bachelor's,fairly unwilling,"no, i have not"
3674,high school,fairly unwilling,"yes, i have"
3677,graduate,fairly willing,"no, i have not"
3678,graduate,fairly willing,"yes, i have"
3679,graduate,fairly willing,"yes, i have"
3680,graduate,neither willing nor unwilling,"no, i have not"
3681,high school,fairly unwilling,"no, i have not"
3686,high school,neither willing nor unwilling,"no, i have not"
3688,bachelor's,fairly willing,"no, i have not"
3691,graduate,fairly willing,"yes, i have"
3692,graduate,very unwilling,"no, i have not"
3694,bachelor's,very willing,"yes, i have"
3696,bachelor's,very unwilling,"no, i have not"
3698,associate/junior college,neither willing nor unwilling,"no, i have not"
3700,high school,very willing,"yes, i have"
3702,associate/junior college,fairly unwilling,"no, i have not"
3703,high school,fairly willing,"no, i have not"
3708,bachelor's,fairly willing,"yes, i have"
3709,associate/junior college,very unwilling,"no, i have not"
3712,bachelor's,fairly willing,"no, i have not"
3721,high school,fairly unwilling,"no, i have not"
3726,less than high school,fairly willing,"no, i have not"
3727,high school,fairly unwilling,"no, i have not"
3728,bachelor's,fairly unwilling,"no, i have not"
3729,high school,neither willing nor unwilling,"no, i have not"
3731,bachelor's,fairly willing,"yes, i have"
3735,bachelor's,fairly unwilling,"no, i have not"
3738,less than high school,neither willing nor unwilling,"no, i have not"
3740,high school,very willing,"yes, i have"
3741,high school,very unwilling,"no, i have not"
3747,graduate,fairly willing,"no, i have not"
3755,high school,neither willing nor unwilling,"no, i have not"
3756,high school,fairly unwilling,"no, i have not"
3757,graduate,fairly unwilling,"no, i have not"
3760,bachelor's,fairly willing,"yes, i have"
3761,less than high school,neither willing nor unwilling,"no, i have not"
3765,bachelor's,fairly willing,"no, i have not"
3766,high school,fairly unwilling,"no, i have not"
3768,graduate,very willing,"yes, i have"
3769,bachelor's,very unwilling,"no, i have not"
3771,bachelor's,fairly willing,"yes, i have"
3777,high school,very unwilling,"yes, i have"
3779,high school,very unwilling,"no, i have not"
3783,bachelor's,very unwilling,"no, i have not"
3788,associate/junior college,fairly unwilling,"yes, i have"
3790,graduate,fairly willing,"no, i have not"
3793,bachelor's,neither willing nor unwilling,"no, i have not"
3795,bachelor's,very unwilling,"no, i have not"
3798,associate/junior college,neither willing nor unwilling,"no, i have not"
3801,high school,neither willing nor unwilling,"no, i have not"
3806,high school,neither willing nor unwilling,"yes, i have"
3809,high school,neither willing nor unwilling,"no, i have not"
3810,graduate,neither willing nor unwilling,"yes, i have"
3812,associate/junior college,very unwilling,"no, i have not"
3813,bachelor's,fairly willing,"no, i have not"
3814,high school,fairly unwilling,"no, i have not"
3819,high school,fairly willing,"no, i have not"
3821,high school,very willing,"yes, i have"
3822,high school,fairly unwilling,"no, i have not"
3824,bachelor's,fairly willing,"no, i have not"
3825,graduate,fairly unwilling,"no, i have not"
3829,high school,neither willing nor unwilling,"yes, i have"
3843,graduate,very willing,"yes, i have"
3844,high school,fairly unwilling,"no, i have not"
3846,high school,very unwilling,"no, i have not"
3848,associate/junior college,fairly unwilling,"no, i have not"
3849,bachelor's,very willing,"no, i have not"
3850,high school,neither willing nor unwilling,"no, i have not"
3852,bachelor's,fairly willing,"no, i have not"
3856,associate/junior college,fairly willing,"yes, i have"
3859,bachelor's,fairly willing,"no, i have not"
3864,bachelor's,neither willing nor unwilling,"no, i have not"
3871,high school,neither willing nor unwilling,"no, i have not"
3874,high school,neither willing nor unwilling,"no, i have not"
3875,graduate,fairly willing,"no, i have not"
3876,graduate,fairly willing,"no, i have not"
3881,high school,very unwilling,"no, i have not"
3892,high school,fairly willing,"no, i have not"
3895,associate/junior college,fairly willing,"no, i have not"
3896,graduate,neither willing nor unwilling,"no, i have not"
3902,associate/junior college,fairly willing,"no, i have not"
3908,high school,very willing,"no, i have not"
3912,bachelor's,fairly unwilling,"yes, i have"
3915,bachelor's,fairly willing,"yes, i have"
3916,graduate,fairly willing,"no, i have not"
3918,bachelor's,fairly unwilling,"no, i have not"
3920,bachelor's,fairly willing,"no, i have not"
3921,bachelor's,fairly willing,"yes, i have"
3924,high school,neither willing nor unwilling,"no, i have not"
3925,graduate,fairly willing,"yes, i have"
3930,bachelor's,neither willing nor unwilling,"no, i have not"
3932,graduate,neither willing nor unwilling,"yes, i have"
3934,graduate,fairly willing,"no, i have not"
3936,bachelor's,fairly unwilling,"no, i have not"
3937,high school,fairly willing,"no, i have not"
3943,bachelor's,fairly willing,"no, i have not"
3945,bachelor's,neither willing nor unwilling,"no, i have not"
3947,graduate,fairly willing,"yes, i have"
3950,graduate,fairly unwilling,"no, i have not"
3952,high school,neither willing nor unwilling,"no, i have not"
3953,graduate,fairly willing,"yes, i have"
3955,high school,fairly willing,"no, i have not"
3956,bachelor's,fairly willing,"yes, i have"
3972,high school,very unwilling,"no, i have not"
3977,high school,fairly willing,"no, i have not"
3978,high school,fairly unwilling,"yes, i have"
3981,high school,neither willing nor unwilling,"no, i have not"
3982,high school,fairly willing,"no, i have not"
3985,high school,fairly unwilling,"no, i have not"
3988,bachelor's,fairly unwilling,"no, i have not"
3992,graduate,fairly willing,"yes, i have"
3996,high school,very willing,"yes, i have"
3997,high school,neither willing nor unwilling,"yes, i have"
4001,high school,very unwilling,"no, i have not"
4003,graduate,fairly unwilling,"no, i have not"
4007,graduate,fairly willing,"yes, i have"
4013,high school,very unwilling,"no, i have not"
4020,bachelor's,fairly willing,"yes, i have"
4021,bachelor's,very unwilling,"no, i have not"
4026,high school,fairly unwilling,"yes, i have"
4031,graduate,very unwilling,"no, i have not"
4038,high school,very unwilling,"no, i have not"
4039,graduate,very unwilling,"no, i have not"
4047,high school,neither willing nor unwilling,"yes, i have"
4049,high school,fairly unwilling,"no, i have not"
4052,bachelor's,neither willing nor unwilling,"yes, i have"
4053,high school,neither willing nor unwilling,"no, i have not"
4055,bachelor's,very unwilling,"no, i have not"
4056,high school,fairly willing,"no, i have not"
4058,graduate,fairly willing,"no, i have not"
4060,graduate,fairly willing,"yes, i have"
4061,high school,neither willing nor unwilling,"no, i have not"
4062,graduate,fairly willing,"no, i have not"
4064,bachelor's,fairly unwilling,"no, i have not"
4069,graduate,fairly unwilling,"no, i have not"
4072,bachelor's,neither willing nor unwilling,"no, i have not"
4078,high school,neither willing nor unwilling,"no, i have not"
4082,associate/junior college,fairly unwilling,"no, i have not"
4083,bachelor's,fairly unwilling,"no, i have not"
4090,bachelor's,fairly willing,"no, i have not"
4093,high school,very unwilling,"no, i have not"
4095,high school,fairly unwilling,"yes, i have"
4097,less than high school,fairly willing,"no, i have not"
4098,bachelor's,very unwilling,"no, i have not"
4101,graduate,fairly willing,"yes, i have"
4108,bachelor's,fairly unwilling,"yes, i have"
4109,bachelor's,fairly unwilling,"yes, i have"
4113,high school,neither willing nor unwilling,"no, i have not"
4114,less than high school,neither willing nor unwilling,"no, i have not"
4116,graduate,fairly willing,"no, i have not"
4117,graduate,neither willing nor unwilling,"no, i have not"
4118,high school,very unwilling,"no, i have not"
4122,graduate,fairly unwilling,"no, i have not"
4128,high school,neither willing nor unwilling,"no, i have not"
4130,graduate,fairly unwilling,"no, i have not"
4135,high school,very unwilling,"no, i have not"
4137,bachelor's,fairly willing,"no, i have not"
4139,bachelor's,fairly unwilling,"no, i have not"
4143,bachelor's,neither willing nor unwilling,"no, i have not"
4145,high school,very unwilling,"no, i have not"
4147,high school,fairly unwilling,"no, i have not"
4148,bachelor's,fairly willing,"yes, i have"
4150,bachelor's,neither willing nor unwilling,"no, i have not"
4154,graduate,fairly unwilling,"yes, i have"
4157,high school,neither willing nor unwilling,"no, i have not"
4159,less than high school,neither willing nor unwilling,"no, i have not"
4160,high school,fairly willing,"no, i have not"
4164,graduate,neither willing nor unwilling,"no, i have not"
4166,bachelor's,fairly willing,"yes, i have"
4169,graduate,very willing,"yes, i have"
4172,bachelor's,fairly willing,"no, i have not"
4173,associate/junior college,neither willing nor unwilling,"no, i have not"
4176,bachelor's,fairly willing,"no, i have not"
4179,high school,fairly unwilling,"yes, i have"
4184,graduate,neither willing nor unwilling,"yes, i have"
4185,graduate,very unwilling,"yes, i have"
4187,bachelor's,fairly willing,"no, i have not"
4190,bachelor's,neither willing nor unwilling,"yes, i have"
4191,graduate,neither willing nor unwilling,"no, i have not"
4193,high school,fairly willing,"no, i have not"
4194,high school,fairly willing,"no, i have not"
4195,high school,fairly unwilling,"no, i have not"
4201,graduate,fairly unwilling,"no, i have not"
4208,bachelor's,very unwilling,"no, i have not"
4211,associate/junior college,neither willing nor unwilling,"no, i have not"
4215,high school,fairly willing,"no, i have not"
4219,high school,neither willing nor unwilling,"no, i have not"
4225,high school,neither willing nor unwilling,"no, i have not"
4228,associate/junior college,fairly unwilling,"yes, i have"
4235,high school,very unwilling,"no, i have not"
4236,bachelor's,very unwilling,"no, i have not"
4237,less than high school,very willing,"no, i have not"
4239,associate/junior college,very willing,"yes, i have"
4240,high school,fairly willing,"no, i have not"
4242,bachelor's,fairly unwilling,"no, i have not"
4244,bachelor's,fairly willing,"yes, i have"
4247,high school,fairly willing,"no, i have not"
4249,graduate,very willing,"yes, i have"
4250,bachelor's,fairly unwilling,"no, i have not"
4252,associate/junior college,neither willing nor unwilling,"no, i have not"
4257,bachelor's,fairly willing,"no, i have not"
4266,bachelor's,fairly willing,"yes, i have"
4267,bachelor's,neither willing nor unwilling,"no, i have not"
4268,graduate,fairly willing,"no, i have not"
4269,high school,fairly willing,"yes, i have"
4270,bachelor's,very willing,"yes, i have"
4271,high school,fairly willing,"no, i have not"
4272,graduate,fairly unwilling,"no, i have not"
4277,high school,neither willing nor unwilling,"no, i have not"
4280,high school,neither willing nor unwilling,"no, i have not"
4283,high school,fairly unwilling,"no, i have not"
4287,bachelor's,fairly willing,"no, i have not"
4288,high school,very unwilling,"no, i have not"
4292,high school,fairly unwilling,"no, i have not"
4293,bachelor's,very unwilling,"no, i have not"
4295,high school,fairly willing,"yes, i have"
4297,bachelor's,very unwilling,"no, i have not"
4301,bachelor's,fairly willing,"no, i have not"
4303,graduate,very willing,"no, i have not"
4304,graduate,very unwilling,"yes, i have"
4308,graduate,fairly willing,"yes, i have"
4309,high school,fairly willing,"no, i have not"
4311,high school,fairly willing,"yes, i have"
4313,high school,very willing,"yes, i have"
4314,bachelor's,fairly willing,"no, i have not"
4315,high school,fairly willing,"no, i have not"
4316,high school,fairly unwilling,"no, i have not"
4319,less than high school,fairly unwilling,"no, i have not"
4321,bachelor's,fairly unwilling,"yes, i have"
4323,bachelor's,fairly unwilling,"no, i have not"
4324,bachelor's,neither willing nor unwilling,"yes, i have"
4326,associate/junior college,very unwilling,"no, i have not"
4328,bachelor's,neither willing nor unwilling,"no, i have not"
4333,less than high school,very unwilling,"no, i have not"
4334,bachelor's,neither willing nor unwilling,"no, i have not"
4338,bachelor's,very willing,"no, i have not"
4341,graduate,neither willing nor unwilling,"no, i have not"
4345,bachelor's,fairly unwilling,"no, i have not"
4346,associate/junior college,neither willing nor unwilling,"no, i have not"
4347,graduate,fairly willing,"no, i have not"
4348,high school,neither willing nor unwilling,"no, i have not"
4351,bachelor's,fairly willing,"no, i have not"
4352,bachelor's,fairly unwilling,"no, i have not"
4353,graduate,fairly unwilling,"no, i have not"
4354,graduate,fairly willing,"no, i have not"
4355,high school,very unwilling,"no, i have not"
4360,bachelor's,very unwilling,"no, i have not"
4367,high school,fairly unwilling,"no, i have not"
4368,associate/junior college,fairly unwilling,"no, i have not"
4369,bachelor's,fairly willing,"no, i have not"
4370,high school,very unwilling,"no, i have not"
4373,high school,neither willing nor unwilling,"no, i have not"
4378,bachelor's,neither willing nor unwilling,"yes, i have"
4382,less than high school,neither willing nor unwilling,"no, i have not"
4389,high school,very unwilling,"no, i have not"
4390,graduate,fairly willing,"no, i have not"
4393,bachelor's,neither willing nor unwilling,"no, i have not"
4395,graduate,very willing,"yes, i have"
4396,bachelor's,very unwilling,"no, i have not"
4399,high school,very unwilling,"no, i have not"
4402,graduate,neither willing nor unwilling,"no, i have not"
4407,high school,fairly willing,"yes, i have"
4411,bachelor's,very willing,"yes, i have"
4414,high school,fairly unwilling,"no, i have not"
4416,associate/junior college,fairly willing,"no, i have not"
4419,bachelor's,fairly willing,"no, i have not"
4428,bachelor's,very unwilling,"no, i have not"
4429,bachelor's,very unwilling,"no, i have not"
4432,bachelor's,fairly willing,"no, i have not"
4437,associate/junior college,fairly unwilling,"no, i have not"
4439,high school,fairly willing,"no, i have not"
4441,high school,fairly willing,"no, i have not"
4442,high school,fairly unwilling,"no, i have not"
4443,graduate,fairly willing,"no, i have not"
4445,graduate,very willing,"yes, i have"
4450,associate/junior college,neither willing nor unwilling,"no, i have not"
4455,high school,neither willing nor unwilling,"no, i have not"
4456,high school,neither willing nor unwilling,"no, i have not"
4457,graduate,fairly willing,"no, i have not"
4458,bachelor's,fairly willing,"no, i have not"
4459,bachelor's,fairly willing,"no, i have not"
4460,high school,neither willing nor unwilling,"no, i have not"
4462,associate/junior college,fairly willing,"no, i have not"
4463,bachelor's,neither willing nor unwilling,"yes, i have"
4467,high school,neither willing nor unwilling,"no, i have not"
4468,bachelor's,fairly unwilling,"no, i have not"
4470,graduate,fairly willing,"no, i have not"
